Bitwolf,Delmor,Lazer,Quimm,115.62
Zathin,Osbert,McVitie,Oyoloo,199.25
Viva,Wallie,Leinthall,Kaymbo,234.19
Stronghold,Jackqueline,McQuode,Vitz,157.80
Trippledex,Kory,Ambrosi,Voonyx,78.57
Opela,Phillip,Vanlint,Leexo,174.02
Tin,Kamillah,Pesticcio,Ozu,104.06
Sub-Ex,Olympe,Chalk,Chatterpoint,32.15
Y-find,Dwain,Ruthven,Demivee,81.25
Biodex,Auberta,Dibble,Oodoo,197.92
Keylex,Mira,Gumery,Rhynyx,68.75
Viva,Carl,Stickel,Agimba,76.01
Bitchip,Joete,Henzer,Jayo,180.39
Stringtough,Lurette,Howarth,Voomm,93.65
Stringtough,Beatrisa,Lantiffe,Dablist,221.54
Holdlamis,Fran,Piff,Npath,186.39
Ventosanzap,Tildie,Sherrock,Shuffletag,181.15
Rank,Karoly,Yakovlev,Jamia,14.29
Flexidy,Freddie,Mc Carrick,Tekfly,203.88
Trippledex,Stirling,Mallaby,Meembee,169.60
Zaam-Dox,Tamra,Lownsbrough,DabZ,136.94
Trippledex,Evangeline,Shropsheir,Yamia,245.62
Biodex,Blakeley,Broughton,Jaxnation,2.92
Latlux,Bernadene,Hargreave,Jabberbean,122.24
Prodder,Carlynne,Brixham,Wordpedia,27.99
Veribet,Craggy,Denver,Realmix,178.61
Transcof,Dorthy,Conen,Zooveo,130.77
Flexidy,Melesa,Veare,Skalith,182.59
Home Ing,Cecilius,McSporrin,Browsezoom,233.10
Hatity,Karly,Duggen,Twimbo,165.91
Fintone,Wilhelmine,Taffarello,JumpXS,20.13
Cardify,Gabriele,Hancill,Brainverse,183.69
Flowdesk,Elton,Kent,Gabtype,85.67
Cardify,Sayres,Mathis,Thoughtbridge,39.49
Tresom,Hadria,Klimaszewski,Fadeo,50.67
Matsoft,Christi,Titherington,Brightdog,98.20
Mat Lam Tam,Merla,Chesnay,Gevee,128.94
Domainer,Harmonia,Wendover,Izio,117.11
Rank,Tony,Cranmor,Ailane,28.08
Viva,Marcus,Hyndley,Oyoyo,143.00
Fixflex,Pancho,McGilmartin,Babbleblab,217.10
Redhold,Ailee,Touson,Twitterwire,61.44
Gembucket,Alvan,Alcock,Miboo,4.75
Zoolab,Pierrette,McNellis,Roodel,111.47
Konklab,Konstanze,McGerraghty,Topiclounge,217.61
Quo Lux,Amandy,Ash,Jaxnation,237.02
Duobam,Perri,Ramlot,Eamia,47.98
Y-find,Allard,Hovenden,Zoombox,222.16
Zamit,Adriano,Creebo,Trudeo,247.06
Stim,Wilt,Corro,Voomm,17.56
Fintone,Freda,Parsand,Realpoint,150.19
Transcof,Ruby,Feron,Edgeclub,112.40
Holdlamis,Ranna,Russi,Ailane,141.68
Y-Solowarm,Clemmy,Grubey,Vimbo,49.60
Konklux,Leodora,Poff,Tekfly,224.30
Overhold,Worden,Hubert,Dabjam,208.25
Opela,Deidre,Sisselot,Zoombox,179.65
Lotstring,Ancell,Coan,Feedbug,69.41
Duobam,Valenka,Thynn,Gigaclub,74.00
Job,Zebedee,Frugier,Kazio,236.76
Temp,Riley,Northcott,Agimba,30.76
Subin,Sarah,Renowden,Skimia,197.37
Zontrax,Letizia,Formilli,Muxo,57.44
Matsoft,Graeme,Studdard,Zoombeat,203.25
Fintone,Dorice,Nealey,DabZ,31.70
Bytecard,Nomi,Gann,Eabox,38.00
Bitwolf,Essie,Ducker,Tazz,181.50
Fixflex,Adriena,Okenden,Zoovu,61.00
Home Ing,Barbey,Rabbage,Livetube,42.42
Quo Lux,Lissa,Giacovazzo,Innojam,179.22
Domainer,Jessamine,Molloy,Innotype,109.73
Redhold,Caroline,Greswell,Ntags,175.57
Sub-Ex,Ruddie,Trenoweth,Riffpath,71.11
Flowdesk,Gennie,MacAloren,Eimbee,147.41
Sonsing,Alfreda,Camings,Zazio,184.87
Zaam-Dox,Glendon,Jelf,Roodel,244.63
Prodder,Guido,Hulburt,Chatterpoint,180.88
Mat Lam Tam,Bronny,Carragher,Jabbertype,227.19
Domainer,Baillie,Arnett,Vinte,191.02
Quo Lux,Kit,Aizikovitz,Oyoba,188.09
Zamit,Elke,Bovingdon,Skimia,204.57
Viva,Thatcher,Mayhew,Aimbu,142.50
Y-Solowarm,Zared,Pitblado,Fivechat,154.31
Opela,Louisa,Dibnah,Twitternation,176.25
Fixflex,Tadd,Rea,Flashpoint,10.58
Hatity,Denna,Possa,Zoombeat,7.89
Stronghold,Kiersten,Caudle,Ailane,168.34
Biodex,Skyler,Jenno,Ntag,81.57
Prodder,Bennett,Hoofe,Yambee,54.30
Stim,Linn,Litchmore,Photobug,120.13
Alpha,Richardo,McVee,Gabspot,49.64
Solarbreeze,Corey,Rexworthy,Twitterwire,219.74
Rank,Garrek,Siuda,Innojam,52.85
Greenlam,Lanni,Larsen,Kaymbo,36.39
Voltsillam,Krissy,Micklem,Midel,187.27
Y-find,Morly,Velten,Bluezoom,215.04
Toughjoyfax,Gaylene,Cruden,Flashdog,65.16
Asoka,Randie,Kilbourne,Roodel,221.60
Home Ing,Lou,Dubarry,Aibox,67.61
Otcom,Dill,Mac Geaney,Quimba,119.32
Rank,Molli,Soppit,Eimbee,217.92
Temp,Frasier,Cuthbertson,Tazzy,24.16
Sonair,Candace,Claremont,Thoughtstorm,50.73
Gembucket,Engelbert,Maty,Zoombeat,172.65
Sonsing,Lazar,Mordin,Edgepulse,119.35
Treeflex,Frankie,Laydel,Muxo,128.89
Asoka,Cahra,Buckby,Eimbee,96.79
Tempsoft,Carey,Leather,Camido,55.66
Solarbreeze,Blondy,Chafney,Devbug,235.93
Bitwolf,Bette,Hallibone,Jabbersphere,182.00
Mat Lam Tam,Valentia,Underhill,Fiveclub,147.67
Trippledex,Holden,Kervin,Feedbug,148.36
Regrant,Allie,Gottschalk,Cogibox,111.24
Temp,Hersch,Burnet,Jetwire,219.03
Flowdesk,Clarita,Tomasini,Edgeblab,228.80
Temp,Sophia,Bisterfeld,Zoombeat,6.70
Trippledex,Eden,Craxford,Mudo,104.06
Tempsoft,Aymer,Hale,Livetube,97.48
Cardguard,Nanine,Vane,Jaxnation,23.15
Zaam-Dox,Karlie,Leele,Jamia,39.64
Span,Jacques,Earnshaw,Edgewire,158.14
Andalax,Doria,Heselwood,Voomm,156.64
Cardify,Rolph,Wormleighton,Quinu,40.75
Stringtough,Jeanie,Comley,Oozz,9.34
Holdlamis,Jacinthe,Scothorn,Tagfeed,177.18
Tres-Zap,Marjy,Rothermel,Skajo,86.51
Fixflex,Marcelo,Redmond,Centimia,166.96
Ronstring,Corbie,Josefs,Meejo,2.49
Transcof,Dulci,Degoix,Fivechat,219.68
Subin,Timoteo,Gawith,Jayo,35.52
Zamit,Idaline,Robshaw,Gabcube,9.44
Tresom,Elizabeth,Garham,Eare,38.05
Mat Lam Tam,Etheline,Harriss,Roodel,217.22
Zaam-Dox,Allan,Romeo,Youfeed,247.25
Bytecard,Christa,Vieyra,Topicblab,88.45
Cardify,Luce,Jarlmann,Dabvine,103.84
Sonsing,Hyacinthie,Padson,Meedoo,119.28
Opela,Ebeneser,Garfit,Wikizz,240.87
Fintone,Beverly,Betty,Gabtype,229.31
Tempsoft,Sharity,Mallam,Jaloo,175.30
Alphazap,Mireielle,Ivons,Ntags,28.21
Bytecard,Hali,Haydon,Photobean,181.36
Biodex,Koo,Tulip,Skajo,238.08
Y-find,Cris,Sprackling,Eabox,146.20
Lotstring,Elna,Iredale,Wikibox,215.29
Daltfresh,Kylie,Trevaskis,Oyondu,101.98
Ventosanzap,Clair,Buzzing,Shufflester,241.45
Daltfresh,Kerby,Congram,Voolia,110.69
Aerified,Mackenzie,Stener,Jaxspan,77.79
Biodex,Hakeem,Ricca,Feedfire,117.68
Mat Lam Tam,Staffard,Willimont,Eazzy,170.12
Fintone,Glory,Malone,Wikizz,41.02
Stringtough,Rahal,Bortolozzi,Photobug,107.20
Job,Ulla,Le Provost,Oloo,19.80
Lotlux,Kingsly,Eickhoff,Vinder,21.05
Voltsillam,Ced,Souster,DabZ,12.76
Opela,Meredithe,Strugnell,Leenti,132.69
Matsoft,Shari,Styan,Brainsphere,248.11
Cardify,Merrilee,Grunson,Kaymbo,2.92
Fix San,Frans,Wadwell,Quinu,168.91
Trippledex,Thedrick,Dominique,Meevee,226.60
Wrapsafe,Reeta,Dowson,Riffwire,190.33
Alpha,Terry,Semeniuk,Jazzy,9.32
Pannier,Waldemar,Gianotti,Ailane,113.93
Bytecard,Leona,Josefowicz,Zooxo,230.57
Matsoft,Tania,Frusher,Demizz,88.54
Bitwolf,Filia,Kellert,Topicware,113.38
Voyatouch,Jourdain,Cowdery,Quinu,8.58
Quo Lux,Desi,Agiolfinger,Voolia,136.18
Prodder,Belle,Raimbauld,Minyx,134.55
Span,Megan,Errol,Thoughtworks,156.36
Stringtough,Joey,Fraczkiewicz,Feedbug,13.54
Tresom,Vachel,Kirkby,Thoughtstorm,37.78
Bigtax,Domenico,Spraggon,Brainsphere,35.04
Viva,Melvyn,O'Hern,Agimba,22.61
Lotlux,Elsi,Jurs,Skinder,187.45
Regrant,Sibelle,Bellis,Gabtune,81.55
Stronghold,Ardyce,Jambrozek,Demimbu,107.48
Bamity,Keelia,Dregan,Tagfeed,194.50
Veribet,Fifi,Vittet,Fivechat,44.56
Prodder,Haywood,Peyes,Realbridge,30.56
Regrant,Millie,Helm,Skidoo,183.69
Biodex,Freda,Anning,Skibox,189.57
Span,Sonni,Kahen,Innotype,213.00
Mat Lam Tam,Rachel,Figg,Blogtag,62.62
Sub-Ex,Nathanil,Barbosa,Shufflester,83.59
Cardguard,Ashly,Rubes,Oyope,105.25
Fintone,Siobhan,Cusick,Buzzshare,49.58
Rank,Taite,Anthes,Ailane,110.64
Solarbreeze,Dianne,Gimber,Aibox,245.39
Holdlamis,Rosalinde,Leban,Topdrive,29.50
Fintone,Rip,Peer,Innotype,215.52
Sub-Ex,Dani,Bullick,Leenti,9.39
Quo Lux,Camellia,Rowlett,Divavu,240.24
Zaam-Dox,Brooks,Pearson,Twimm,84.47
Matsoft,Rutherford,Tordoff,Topdrive,33.04
Bitchip,Libbey,Slora,Meetz,95.98
Bitchip,Trever,Fiddiman,Trilith,163.54
Home Ing,Garvin,Bone,Dabfeed,68.44
Toughjoyfax,Shellie,Tinwell,Innojam,72.62
Konklux,Gino,Pettican,Aimbu,56.95
Trippledex,Leeland,Vanner,Jaxbean,90.08
Lotstring,Chelsey,Kubin,LiveZ,186.69
Konklab,Torrey,Izakov,Tagtune,49.20
It,Tulley,Paulon,Oyondu,25.61
Hatity,Charissa,Harrington,Youbridge,227.85
Keylex,Tiffanie,Mowsdill,Omba,107.17
Vagram,Montgomery,Sicha,Mudo,11.65
Zaam-Dox,Fawne,Malsher,Oozz,160.50
Ronstring,Cher,Lapish,Devshare,114.05
Konklux,Vinnie,Beckford,Kamba,228.57
Span,Sapphira,Pogosian,Thoughtworks,166.84
Sonsing,Noach,Mathison,Twinder,210.77
Overhold,Andre,Zamboniari,Yakidoo,227.67
Treeflex,Peria,Fakeley,Gigaclub,167.46
Stronghold,Nicola,Ivanichev,Devpoint,169.10
Asoka,Tiff,Liebrecht,Oozz,194.12
Toughjoyfax,Rockwell,Stoneham,Realbuzz,173.47
Veribet,Vasily,Champkin,Twitterbeat,134.00
Solarbreeze,Shem,Feilden,Twinte,43.91
Cookley,Shoshana,Bubbings,Leenti,162.16
Pannier,Tam,Carryer,Eare,183.23
Tampflex,Joe,Audritt,Jaxbean,130.40
Pannier,Ida,Crighton,Snaptags,169.08
Trippledex,Stanford,Rosi,Gabcube,184.82
Toughjoyfax,Nikki,Jakeway,Zoombeat,144.01
Temp,Danni,Purver,Flipopia,220.19
Subin,Dale,Dyke,Meevee,112.39
Lotlux,Ulberto,Fanshaw,Twiyo,125.55
Zoolab,Beitris,Bauduccio,Photofeed,177.47
Kanlam,Eb,Dunlea,Kwilith,24.42
Alpha,Gaspar,Hawkeswood,Muxo,60.57
Tres-Zap,Honor,Kilgallon,Einti,36.17
Solarbreeze,Deeann,Cavy,Eare,40.88
Ronstring,Prissie,Jay,Dabtype,160.48
Bigtax,Aili,Buckell,Fatz,96.08
Biodex,Teresita,Fetherston,Skilith,159.81
Home Ing,Benedicta,Andrat,Meevee,61.98
Fixflex,Riordan,Bondley,Riffpedia,58.92
Flexidy,Darbie,Antonioni,Fivebridge,124.83
Aerified,Kitty,Bunning,Yamia,142.79
Flexidy,Boot,Culross,Mydo,65.56
Cardify,Rollin,Ferrarone,Tazz,190.54
Gembucket,Carmelina,Kelly,Bubblebox,60.70
Lotstring,Marie-ann,Cisneros,Realfire,103.68
Sub-Ex,Karrah,Kliemchen,Roodel,157.15
Gembucket,Marilee,Murford,Skyndu,204.69
Treeflex,Emyle,Gosswell,Feedfish,238.30
Toughjoyfax,Phillie,Doherty,Oyoloo,48.80
Tres-Zap,Odie,Volette,Skimia,15.52
Gembucket,Crystal,Claricoates,Buzzshare,105.62
Matsoft,Rabi,Fleury,Ailane,70.69
Cookley,Wyatan,Winspare,Kwinu,96.53
Wrapsafe,Shoshana,Cuschieri,Skidoo,153.35
Lotstring,Nickie,Samsin,Livepath,230.09
Kanlam,Legra,Fetherston,Blogtags,197.33
Domainer,Dayna,Couch,Devpoint,56.13
Rank,Cherlyn,Ceeley,Kwilith,186.73
Regrant,Darcie,Keady,Jetpulse,61.23
Daltfresh,Clara,Youde,Quamba,234.66
Overhold,Irita,Summergill,Gabspot,105.36
Subin,Devina,Huddles,Photobug,227.37
Rank,Park,Proschek,Voonyx,67.72
Tres-Zap,Emmey,Coppenhall,Aimbo,235.37
Y-find,Flo,Thoumas,Tagtune,152.52
Stronghold,Nonah,Wentworth,Mymm,182.56
Redhold,Reese,Reckhouse,Quinu,203.71
Cookley,Willette,Noddle,Jamia,54.97
Alphazap,Vidovik,Auger,Thoughtstorm,217.98
Lotstring,Josefina,Stancer,Izio,72.41
Sonair,Johnath,Maidment,Twinte,196.20
Treeflex,Tawnya,Lepere,Oozz,134.82
Fix San,Delinda,Dradey,Skalith,231.63
Cardify,Laurene,Dixon,Flashdog,142.15
Bytecard,Iver,Riddoch,Riffpedia,177.58
Tampflex,Orrin,Dober,Voolith,93.61
Flowdesk,Kirsteni,Fordyce,Midel,139.48
Vagram,Rolando,Pennyman,Quatz,193.32
Cardify,Tammi,Flipek,Feedmix,117.31
Greenlam,Elora,Locock,Gabtype,235.14
Voltsillam,Garek,Mourant,Realmix,117.80
Sonair,Guenna,Feuell,Muxo,92.94
Treeflex,Michelina,Stitwell,Centizu,183.70
Quo Lux,Kerri,Derrell,Riffwire,230.52
Flowdesk,Renell,Kulis,Zoombox,88.16
Zamit,Melony,Pridding,Yata,92.17
Temp,Edgar,Carbonell,Ntags,199.49
It,Carlotta,Duffil,Jazzy,137.33
Temp,Anselm,Leguay,Gigashots,102.57
Lotstring,Waring,Laws,Livetube,153.66
Zoolab,Graeme,Darragon,Zoovu,42.36
Cardify,Ragnar,Boater,Quimm,117.25
Pannier,Brett,Danet,Twitterworks,146.99
Bamity,Hershel,Morando,Eare,82.33
Cardguard,Mellisa,Fullman,Quatz,137.51
Ronstring,La verne,Jellico,Brainlounge,77.78
Kanlam,Gibbie,Brayfield,Devcast,193.98
Andalax,Gianna,Coveney,Devpulse,216.04
Tresom,Dominique,Abrahamsen,Roomm,95.73
Sonair,Yettie,Ponde,Mita,192.24
Temp,Flin,Pointer,Camido,213.74
Span,Ki,Lindstedt,Devshare,245.64
Opela,Laraine,Guage,Aimbu,131.12
Toughjoyfax,Marian,Tootal,Zoozzy,144.87
Lotlux,Raffarty,Trevance,Meevee,28.53
Bytecard,Sofia,Korpal,Ooba,201.63
Home Ing,Blaine,Valeri,Skiba,94.32
Keylex,Odell,Yvon,Trunyx,203.98
Matsoft,Breena,Cottu,Buzzbean,49.52
Stringtough,Charisse,Catenot,Yodo,95.52
Flexidy,Rochester,Smalridge,Rhynyx,227.29
Viva,Amalie,Kauble,Ainyx,104.70
It,Roseline,Bagby,Jaxnation,81.75
Lotstring,Ernesto,Lockhart,Thoughtbridge,58.84
Asoka,Tobin,Karlowicz,Riffwire,11.28
Fixflex,Tannie,Buncom,Vipe,228.73
Zamit,Marylou,McVie,Jaxworks,2.17
Subin,Marna,Adnams,Twiyo,247.35
Zoolab,Tabbatha,Langmead,Jaxworks,227.17
Lotlux,Melitta,Melledy,Mydeo,157.80
Mat Lam Tam,Bartholomeo,Keirle,Roodel,111.63
Greenlam,Gert,Wellesley,Edgeclub,20.33
Zoolab,Gavra,Gulland,Yakitri,84.76
Bitwolf,Kassie,Crangle,Dabshots,112.55
Sonsing,Joell,Samber,Abata,150.30
Zoolab,Man,Feighney,Topicshots,28.34
Alpha,Floria,Arnson,Browseblab,79.72
Sonair,Basia,Gregolotti,Blogspan,191.51
Viva,Willabella,Rupp,Gabcube,176.44
Trippledex,Annissa,Aleavy,Zoombeat,1.86
Holdlamis,Nancy,Keightley,Wordpedia,82.95
Sub-Ex,Barri,Corradini,Kaymbo,60.36
Alpha,Beauregard,Renac,Flashspan,57.43
Stronghold,Crawford,Napoli,Feedbug,69.91
Pannier,Jillene,Macconaghy,Blogspan,86.76
Zamit,Nicolis,Weathers,BlogXS,226.74
Rank,Fanni,Samme,Tagopia,139.13
Keylex,Nikki,Pigne,Yata,212.38
Span,Anett,Christauffour,Brightbean,159.35
Alphazap,Filberto,Starkey,Oba,131.42
Flexidy,Heall,Brushfield,Yodoo,125.49
Ventosanzap,Marketa,Dickins,Brightdog,127.01
Fintone,Somerset,Critchley,Latz,58.14
Vagram,Fons,Van Arsdale,Leenti,48.24
Toughjoyfax,Salomo,Malec,Janyx,101.09
Wrapsafe,Kate,Tummond,Meetz,234.09
Fintone,Ezequiel,Parysowna,Rhynoodle,57.94
Andalax,Janek,Laville,Thoughtbeat,155.45
Lotlux,Shae,Gawthorpe,Quimba,121.64
Zamit,Carlynne,Faulo,Rhycero,206.12
Span,Deana,Mannock,Gigashots,184.55
Asoka,Erena,Matei,Rhynoodle,117.59
Regrant,Amandie,Benzies,Blognation,8.20
Job,Dela,McSparran,Jaxspan,141.29
Voltsillam,Hoyt,MacMaykin,Oodoo,156.39
Zamit,Minda,Chamney,Dynabox,13.59
Ventosanzap,Alverta,Hullbrook,Meeveo,167.31
Latlux,Hayyim,Voysey,Talane,146.24
Tampflex,Emlyn,Pawlick,Meemm,216.16
Vagram,Willa,Basil,Brainverse,123.74
Fintone,Casie,Graffham,Npath,146.17
Overhold,Dominik,Rase,Youbridge,236.40
Andalax,Beret,Lehrmann,Riffwire,154.22
Sonair,Kassey,Culshew,Zoomcast,227.76
Vagram,Lorrayne,Fogel,Wikido,160.68
Aerified,Corbie,Measham,Photofeed,232.90
Gembucket,Hanson,Uvedale,Buzzdog,17.15
Alpha,Mikaela,Greenwood,Dabfeed,26.34
Cardguard,Fallon,Hitschke,Leenti,51.61
Zamit,Cornelia,Upcott,Oyonder,188.38
Bitchip,Rand,Harrema,Voonyx,145.11
Pannier,Jaynell,Healks,Yata,58.36
Voltsillam,Jourdain,Wiburn,Kayveo,154.94
Prodder,Walther,Turnpenny,Realblab,213.42
Bamity,Derrek,Deinhardt,Zoozzy,183.77
Overhold,Shayne,Sylett,Agivu,121.38
Gembucket,Jemmie,Paoli,Demizz,133.85
Konklux,Hetti,Ayling,Realfire,69.60
Kanlam,Emile,Soltan,Blogtags,204.15
Biodex,Alisha,Hamblington,Yata,23.02
